_id,Quarter,HB,HBT,HBTQF,CancerType,CancerTypeQF,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferrals31DayStandardQF,NumberOfEligibleReferralsTreatedWithin31Days,NumberOfEligibleReferralsTreatedWithin31DaysQF
18145,2022Q4,S08000019,S92000003,d,Urological,"",125,"",107,""
18146,2022Q4,S08000019,SB0801,"",All Cancer Types,d,8,"",8,""
18147,2022Q4,S08000019,SB0801,"",Colorectal,"",5,"",5,""
18148,2022Q4,S08000019,SB0801,"",Lung,"",3,"",3,""
18149,2022Q4,S08000020,S08000020,"",All Cancer Types,d,709,"",689,""
18150,2022Q4,S08000020,S08000020,"",Breast,"",131,"",130,""
18151,2022Q4,S08000020,S08000020,"",Cervical,"",13,"",13,""
18152,2022Q4,S08000020,S08000020,"",Colorectal,"",93,"",91,""
18153,2022Q4,S08000020,S08000020,"",Head & Neck,"",30,"",29,""
18154,2022Q4,S08000020,S08000020,"",Lung,"",75,"",75,""
18155,2022Q4,S08000020,S08000020,"",Lymphoma,"",29,"",29,""
18156,2022Q4,S08000020,S08000020,"",Melanoma,"",57,"",55,""
18157,2022Q4,S08000020,S08000020,"",Ovarian,"",11,"",10,""
18158,2022Q4,S08000020,S08000020,"",Upper GI,"",80,"",80,""
18159,2022Q4,S08000020,S08000020,"",Urological,"",190,"",177,""
18160,2022Q4,S08000020,S08000024,"",All Cancer Types,d,2,"",2,""
18161,2022Q4,S08000020,S08000024,"",Upper GI,"",2,"",2,""
18162,2022Q4,S08000020,S08000026,"",All Cancer Types,d,12,"",12,""
18163,2022Q4,S08000020,S08000026,"",Breast,"",12,"",12,""
18164,2022Q4,S08000020,S92000003,d,All Cancer Types,d,729,"",707,""
18165,2022Q4,S08000020,S92000003,d,Breast,"",143,"",142,""
18166,2022Q4,S08000020,S92000003,d,Cervical,"",13,"",13,""
18167,2022Q4,S08000020,S92000003,d,Colorectal,"",99,"",95,""
18168,2022Q4,S08000020,S92000003,d,Head & Neck,"",30,"",29,""
18169,2022Q4,S08000020,S92000003,d,Lung,"",75,"",75,""
18170,2022Q4,S08000020,S92000003,d,Lymphoma,"",29,"",29,""
18171,2022Q4,S08000020,S92000003,d,Melanoma,"",57,"",55,""
18172,2022Q4,S08000020,S92000003,d,Ovarian,"",11,"",10,""
18173,2022Q4,S08000020,S92000003,d,Upper GI,"",82,"",82,""
18174,2022Q4,S08000020,S92000003,d,Urological,"",190,"",177,""
18175,2022Q4,S08000020,SB0801,"",All Cancer Types,d,6,"",4,""
18176,2022Q4,S08000020,SB0801,"",Colorectal,"",6,"",4,""
18177,2022Q4,S08000022,S08000020,"",All Cancer Types,d,10,"",10,""
18178,2022Q4,S08000022,S08000020,"",Melanoma,"",1,"",1,""
18179,2022Q4,S08000022,S08000020,"",Ovarian,"",2,"",2,""
18180,2022Q4,S08000022,S08000020,"",Urological,"",7,"",7,""
18181,2022Q4,S08000022,S08000022,"",All Cancer Types,d,329,"",313,""
18182,2022Q4,S08000022,S08000022,"",Breast,"",62,"",58,""
18183,2022Q4,S08000022,S08000022,"",Cervical,"",1,"",1,""
18184,2022Q4,S08000022,S08000022,"",Colorectal,"",54,"",53,""
18185,2022Q4,S08000022,S08000022,"",Head & Neck,"",17,"",17,""
18186,2022Q4,S08000022,S08000022,"",Lung,"",34,"",32,""
18187,2022Q4,S08000022,S08000022,"",Lymphoma,"",14,"",14,""
18188,2022Q4,S08000022,S08000022,"",Melanoma,"",25,"",24,""
18189,2022Q4,S08000022,S08000022,"",Ovarian,"",2,"",2,""
18190,2022Q4,S08000022,S08000022,"",Upper GI,"",29,"",29,""
18191,2022Q4,S08000022,S08000022,"",Urological,"",91,"",83,""
18192,2022Q4,S08000022,S08000028,"",All Cancer Types,d,3,"",3,""
18193,2022Q4,S08000022,S08000028,"",Breast,"",3,"",3,""
18194,2022Q4,S08000022,S08000030,"",All Cancer Types,d,3,"",3,""
18195,2022Q4,S08000022,S08000030,"",Head & Neck,"",3,"",3,""
18196,2022Q4,S08000022,S08000031,"",All Cancer Types,d,3,"",3,""
18197,2022Q4,S08000022,S08000031,"",Lung,"",2,"",2,""
18198,2022Q4,S08000022,S08000031,"",Urological,"",1,"",1,""
18199,2022Q4,S08000022,S92000003,d,All Cancer Types,d,356,"",340,""
18200,2022Q4,S08000022,S92000003,d,Breast,"",65,"",61,""
18201,2022Q4,S08000022,S92000003,d,Cervical,"",1,"",1,""
18202,2022Q4,S08000022,S92000003,d,Colorectal,"",54,"",53,""
18203,2022Q4,S08000022,S92000003,d,Head & Neck,"",20,"",20,""
18204,2022Q4,S08000022,S92000003,d,Lung,"",44,"",42,""
18205,2022Q4,S08000022,S92000003,d,Lymphoma,"",14,"",14,""
18206,2022Q4,S08000022,S92000003,d,Melanoma,"",26,"",25,""
18207,2022Q4,S08000022,S92000003,d,Ovarian,"",4,"",4,""
18208,2022Q4,S08000022,S92000003,d,Upper GI,"",29,"",29,""
18209,2022Q4,S08000022,S92000003,d,Urological,"",99,"",91,""
18210,2022Q4,S08000022,SB0801,"",All Cancer Types,d,8,"",8,""
18211,2022Q4,S08000022,SB0801,"",Lung,"",8,"",8,""
18212,2022Q4,S08000024,S08000016,"",All Cancer Types,d,7,"",6,""
18213,2022Q4,S08000024,S08000016,"",Breast,"",7,"",6,""
18214,2022Q4,S08000024,S08000019,"",All Cancer Types,d,17,"",17,""
18215,2022Q4,S08000024,S08000019,"",Breast,"",17,"",17,""
18216,2022Q4,S08000024,S08000024,"",All Cancer Types,d,1076,"",967,""
18217,2022Q4,S08000024,S08000024,"",Breast,"",222,"",175,""
18218,2022Q4,S08000024,S08000024,"",Cervical,"",13,"",13,""
18219,2022Q4,S08000024,S08000024,"",Colorectal,"",132,"",119,""
18220,2022Q4,S08000024,S08000024,"",Head & Neck,"",55,"",55,""
18221,2022Q4,S08000024,S08000024,"",Lung,"",169,"",168,""
18222,2022Q4,S08000024,S08000024,"",Lymphoma,"",40,"",40,""
18223,2022Q4,S08000024,S08000024,"",Melanoma,"",54,"",52,""
18224,2022Q4,S08000024,S08000024,"",Ovarian,"",14,"",14,""
18225,2022Q4,S08000024,S08000024,"",Upper GI,"",106,"",106,""
18226,2022Q4,S08000024,S08000024,"",Urological,"",271,"",225,""
18227,2022Q4,S08000024,S08000029,"",All Cancer Types,d,1,"",1,""
18228,2022Q4,S08000024,S08000029,"",Breast,"",1,"",1,""
18229,2022Q4,S08000024,S92000003,d,All Cancer Types,d,1101,"",991,""
18230,2022Q4,S08000024,S92000003,d,Breast,"",247,"",199,""
18231,2022Q4,S08000024,S92000003,d,Cervical,"",13,"",13,""
18232,2022Q4,S08000024,S92000003,d,Colorectal,"",132,"",119,""
18233,2022Q4,S08000024,S92000003,d,Head & Neck,"",55,"",55,""
18234,2022Q4,S08000024,S92000003,d,Lung,"",169,"",168,""
18235,2022Q4,S08000024,S92000003,d,Lymphoma,"",40,"",40,""
18236,2022Q4,S08000024,S92000003,d,Melanoma,"",54,"",52,""
18237,2022Q4,S08000024,S92000003,d,Ovarian,"",14,"",14,""
18238,2022Q4,S08000024,S92000003,d,Upper GI,"",106,"",106,""
18239,2022Q4,S08000024,S92000003,d,Urological,"",271,"",225,""
18240,2022Q4,S08000025,S08000020,"",All Cancer Types,d,2,"",2,""
18241,2022Q4,S08000025,S08000020,"",Head & Neck,"",1,"",1,""
18242,2022Q4,S08000025,S08000020,"",Urological,"",1,"",1,""
18243,2022Q4,S08000025,S08000025,"",All Cancer Types,d,11,"",11,""
18244,2022Q4,S08000025,S08000025,"",Colorectal,"",2,"",2,""
18245,2022Q4,S08000025,S08000025,"",Lung,"",3,"",3,""
18246,2022Q4,S08000025,S08000025,"",Lymphoma,"",1,"",1,""
18247,2022Q4,S08000025,S08000025,"",Ovarian,"",1,"",1,""
18248,2022Q4,S08000025,S08000025,"",Upper GI,"",2,"",2,""
18249,2022Q4,S08000025,S08000025,"",Urological,"",2,"",2,""
18250,2022Q4,S08000025,S92000003,d,All Cancer Types,d,14,"",13,""
18251,2022Q4,S08000025,S92000003,d,Colorectal,"",3,"",2,""
18252,2022Q4,S08000025,S92000003,d,Head & Neck,"",1,"",1,""
18253,2022Q4,S08000025,S92000003,d,Lung,"",3,"",3,""
18254,2022Q4,S08000025,S92000003,d,Lymphoma,"",1,"",1,""
18255,2022Q4,S08000025,S92000003,d,Ovarian,"",1,"",1,""
18256,2022Q4,S08000025,S92000003,d,Upper GI,"",2,"",2,""
18257,2022Q4,S08000025,S92000003,d,Urological,"",3,"",3,""
18258,2022Q4,S08000025,SB0801,"",All Cancer Types,d,1,"",0,""
18259,2022Q4,S08000025,SB0801,"",Colorectal,"",1,"",0,""
18260,2022Q4,S08000026,S08000020,"",All Cancer Types,d,12,"",10,""
18261,2022Q4,S08000026,S08000020,"",Breast,"",1,"",1,""
18262,2022Q4,S08000026,S08000020,"",Colorectal,"",4,"",3,""
18263,2022Q4,S08000026,S08000020,"",Head & Neck,"",2,"",2,""
18264,2022Q4,S08000026,S08000020,"",Lung,"",2,"",2,""
18265,2022Q4,S08000026,S08000020,"",Upper GI,"",1,"",1,""
18266,2022Q4,S08000026,S08000020,"",Urological,"",2,"",1,""
18267,2022Q4,S08000026,S08000026,"",All Cancer Types,d,12,"",12,""
18268,2022Q4,S08000026,S08000026,"",Breast,"",3,"",3,""
18269,2022Q4,S08000026,S08000026,"",Colorectal,"",3,"",3,""
18270,2022Q4,S08000026,S08000026,"",Melanoma,"",1,"",1,""
18271,2022Q4,S08000026,S08000026,"",Upper GI,"",1,"",1,""
18272,2022Q4,S08000026,S08000026,"",Urological,"",4,"",4,""
18273,2022Q4,S08000026,S92000003,d,All Cancer Types,d,25,"",22,""
18274,2022Q4,S08000026,S92000003,d,Breast,"",4,"",4,""
18275,2022Q4,S08000026,S92000003,d,Colorectal,"",8,"",6,""
18276,2022Q4,S08000026,S92000003,d,Head & Neck,"",2,"",2,""
18277,2022Q4,S08000026,S92000003,d,Lung,"",2,"",2,""
18278,2022Q4,S08000026,S92000003,d,Melanoma,"",1,"",1,""
18279,2022Q4,S08000026,S92000003,d,Upper GI,"",2,"",2,""
18280,2022Q4,S08000026,S92000003,d,Urological,"",6,"",5,""
18281,2022Q4,S08000026,SB0801,"",All Cancer Types,d,1,"",0,""
18282,2022Q4,S08000026,SB0801,"",Colorectal,"",1,"",0,""
18283,2022Q4,S08000028,S08000022,"",All Cancer Types,d,18,"",15,""
18284,2022Q4,S08000028,S08000022,"",Colorectal,"",4,"",3,""
18285,2022Q4,S08000028,S08000022,"",Head & Neck,"",1,"",1,""
18286,2022Q4,S08000028,S08000022,"",Lung,"",4,"",3,""
18287,2022Q4,S08000028,S08000022,"",Upper GI,"",1,"",1,""
18288,2022Q4,S08000028,S08000022,"",Urological,"",8,"",7,""
18289,2022Q4,S08000028,S08000028,"",All Cancer Types,d,12,"",12,""
18290,2022Q4,S08000028,S08000028,"",Colorectal,"",1,"",1,""
18291,2022Q4,S08000028,S08000028,"",Lung,"",4,"",4,""
18292,2022Q4,S08000028,S08000028,"",Melanoma,"",1,"",1,""
18293,2022Q4,S08000028,S08000028,"",Upper GI,"",1,"",1,""
18294,2022Q4,S08000028,S08000028,"",Urological,"",5,"",5,""
18295,2022Q4,S08000028,S08000031,"",All Cancer Types,d,1,"",1,""
18296,2022Q4,S08000028,S08000031,"",Urological,"",1,"",1,""
18297,2022Q4,S08000028,S92000003,d,All Cancer Types,d,31,"",28,""
18298,2022Q4,S08000028,S92000003,d,Colorectal,"",5,"",4,""
18299,2022Q4,S08000028,S92000003,d,Head & Neck,"",1,"",1,""
18300,2022Q4,S08000028,S92000003,d,Lung,"",8,"",7,""
18301,2022Q4,S08000028,S92000003,d,Melanoma,"",1,"",1,""
18302,2022Q4,S08000028,S92000003,d,Upper GI,"",2,"",2,""
18303,2022Q4,S08000028,S92000003,d,Urological,"",14,"",13,""
18304,2022Q4,S08000029,S08000024,"",All Cancer Types,d,50,"",48,""
18305,2022Q4,S08000029,S08000024,"",Breast,"",1,"",1,""
18306,2022Q4,S08000029,S08000024,"",Cervical,"",2,"",2,""
18307,2022Q4,S08000029,S08000024,"",Colorectal,"",4,"",4,""
18308,2022Q4,S08000029,S08000024,"",Head & Neck,"",6,"",6,""
18309,2022Q4,S08000029,S08000024,"",Lung,"",20,"",20,""
18310,2022Q4,S08000029,S08000024,"",Lymphoma,"",1,"",1,""
18311,2022Q4,S08000029,S08000024,"",Upper GI,"",6,"",6,""
18312,2022Q4,S08000029,S08000024,"",Urological,"",10,"",8,""
18313,2022Q4,S08000029,S08000029,"",All Cancer Types,d,343,"",325,""
18314,2022Q4,S08000029,S08000029,"",Breast,"",52,"",52,""
18315,2022Q4,S08000029,S08000029,"",Cervical,"",1,"",1,""
18316,2022Q4,S08000029,S08000029,"",Colorectal,"",49,"",49,""
18317,2022Q4,S08000029,S08000029,"",Head & Neck,"",2,"",2,""
18318,2022Q4,S08000029,S08000029,"",Lung,"",40,"",40,""
18319,2022Q4,S08000029,S08000029,"",Lymphoma,"",20,"",20,""
18320,2022Q4,S08000029,S08000029,"",Melanoma,"",6,"",6,""
18321,2022Q4,S08000029,S08000029,"",Ovarian,"",7,"",7,""
18322,2022Q4,S08000029,S08000029,"",Upper GI,"",43,"",43,""
18323,2022Q4,S08000029,S08000029,"",Urological,"",123,"",105,""
18324,2022Q4,S08000029,S08000030,"",All Cancer Types,d,7,"",6,""
18325,2022Q4,S08000029,S08000030,"",Head & Neck,"",5,"",5,""
18326,2022Q4,S08000029,S08000030,"",Melanoma,"",1,"",1,""
18327,2022Q4,S08000029,S08000030,"",Urological,"",1,"",0,""
18328,2022Q4,S08000029,S92000003,d,All Cancer Types,d,400,"",379,""
18329,2022Q4,S08000029,S92000003,d,Breast,"",53,"",53,""
18330,2022Q4,S08000029,S92000003,d,Cervical,"",3,"",3,""
18331,2022Q4,S08000029,S92000003,d,Colorectal,"",53,"",53,""
18332,2022Q4,S08000029,S92000003,d,Head & Neck,"",13,"",13,""
18333,2022Q4,S08000029,S92000003,d,Lung,"",60,"",60,""
18334,2022Q4,S08000029,S92000003,d,Lymphoma,"",21,"",21,""
18335,2022Q4,S08000029,S92000003,d,Melanoma,"",7,"",7,""
18336,2022Q4,S08000029,S92000003,d,Ovarian,"",7,"",7,""
18337,2022Q4,S08000029,S92000003,d,Upper GI,"",49,"",49,""
18338,2022Q4,S08000029,S92000003,d,Urological,"",134,"",113,""
18339,2022Q4,S08000030,S08000015,"",All Cancer Types,d,1,"",1,""
18340,2022Q4,S08000030,S08000015,"",Lung,"",1,"",1,""
18341,2022Q4,S08000030,S08000020,"",All Cancer Types,d,6,"",6,""
18342,2022Q4,S08000030,S08000020,"",Lung,"",3,"",3,""
18343,2022Q4,S08000030,S08000020,"",Ovarian,"",3,"",3,""
18344,2022Q4,S08000030,S08000024,"",All Cancer Types,d,3,"",3,""
18345,2022Q4,S08000030,S08000024,"",Lung,"",2,"",2,""
18346,2022Q4,S08000030,S08000024,"",Urological,"",1,"",1,""
18347,2022Q4,S08000030,S08000029,"",All Cancer Types,d,1,"",1,""
18348,2022Q4,S08000030,S08000029,"",Melanoma,"",1,"",1,""
18349,2022Q4,S08000030,S08000030,"",All Cancer Types,d,538,"",511,""
18350,2022Q4,S08000030,S08000030,"",Breast,"",126,"",126,""
18351,2022Q4,S08000030,S08000030,"",Cervical,"",2,"",2,""
18352,2022Q4,S08000030,S08000030,"",Colorectal,"",88,"",84,""
18353,2022Q4,S08000030,S08000030,"",Head & Neck,"",22,"",21,""
18354,2022Q4,S08000030,S08000030,"",Lung,"",89,"",89,""
18355,2022Q4,S08000030,S08000030,"",Lymphoma,"",14,"",14,""
18356,2022Q4,S08000030,S08000030,"",Melanoma,"",25,"",23,""
18357,2022Q4,S08000030,S08000030,"",Ovarian,"",9,"",9,""
18358,2022Q4,S08000030,S08000030,"",Upper GI,"",47,"",47,""
18359,2022Q4,S08000030,S08000030,"",Urological,"",116,"",96,""
18360,2022Q4,S08000030,S92000003,d,All Cancer Types,d,549,"",522,""
18361,2022Q4,S08000030,S92000003,d,Breast,"",126,"",126,""
18362,2022Q4,S08000030,S92000003,d,Cervical,"",2,"",2,""
18363,2022Q4,S08000030,S92000003,d,Colorectal,"",88,"",84,""
18364,2022Q4,S08000030,S92000003,d,Head & Neck,"",22,"",21,""
18365,2022Q4,S08000030,S92000003,d,Lung,"",95,"",95,""
18366,2022Q4,S08000030,S92000003,d,Lymphoma,"",14,"",14,""
18367,2022Q4,S08000030,S92000003,d,Melanoma,"",26,"",24,""
18368,2022Q4,S08000030,S92000003,d,Ovarian,"",12,"",12,""
18369,2022Q4,S08000030,S92000003,d,Upper GI,"",47,"",47,""
18370,2022Q4,S08000030,S92000003,d,Urological,"",117,"",97,""
18371,2022Q4,S08000031,S08000015,"",All Cancer Types,d,1,"",1,""
18372,2022Q4,S08000031,S08000015,"",Colorectal,"",1,"",1,""
18373,2022Q4,S08000031,S08000019,"",All Cancer Types,d,16,"",15,""
18374,2022Q4,S08000031,S08000019,"",Breast,"",16,"",15,""
18375,2022Q4,S08000031,S08000022,"",All Cancer Types,d,1,"",1,""
18376,2022Q4,S08000031,S08000022,"",Lymphoma,"",1,"",1,""
18377,2022Q4,S08000031,S08000024,"",All Cancer Types,d,2,"",1,""
18378,2022Q4,S08000031,S08000024,"",Upper GI,"",2,"",1,""
18379,2022Q4,S08000031,S08000031,"",All Cancer Types,d,1602,"",1522,""
18380,2022Q4,S08000031,S08000031,"",Breast,"",318,"",310,""
18381,2022Q4,S08000031,S08000031,"",Cervical,"",11,"",10,""
18382,2022Q4,S08000031,S08000031,"",Colorectal,"",239,"",227,""
18383,2022Q4,S08000031,S08000031,"",Head & Neck,"",88,"",85,""
18384,2022Q4,S08000031,S08000031,"",Lung,"",230,"",230,""
18385,2022Q4,S08000031,S08000031,"",Lymphoma,"",43,"",43,""
18386,2022Q4,S08000031,S08000031,"",Melanoma,"",87,"",81,""
18387,2022Q4,S08000031,S08000031,"",Ovarian,"",26,"",25,""
18388,2022Q4,S08000031,S08000031,"",Upper GI,"",148,"",145,""
18389,2022Q4,S08000031,S08000031,"",Urological,"",412,"",366,""
18390,2022Q4,S08000031,S08000032,"",All Cancer Types,d,51,"",30,""
18391,2022Q4,S08000031,S08000032,"",Breast,"",49,"",28,""
18392,2022Q4,S08000031,S08000032,"",Lung,"",1,"",1,""
18393,2022Q4,S08000031,S08000032,"",Upper GI,"",1,"",1,""
18394,2022Q4,S08000031,S92000003,d,All Cancer Types,d,1729,"",1626,""
18395,2022Q4,S08000031,S92000003,d,Breast,"",383,"",353,""
18396,2022Q4,S08000031,S92000003,d,Cervical,"",11,"",10,""
18397,2022Q4,S08000031,S92000003,d,Colorectal,"",240,"",228,""
18398,2022Q4,S08000031,S92000003,d,Head & Neck,"",88,"",85,""
18399,2022Q4,S08000031,S92000003,d,Lung,"",287,"",287,""
18400,2022Q4,S08000031,S92000003,d,Lymphoma,"",44,"",44,""
18401,2022Q4,S08000031,S92000003,d,Melanoma,"",87,"",81,""
18402,2022Q4,S08000031,S92000003,d,Ovarian,"",26,"",25,""
18403,2022Q4,S08000031,S92000003,d,Upper GI,"",151,"",147,""
18404,2022Q4,S08000031,S92000003,d,Urological,"",412,"",366,""
18405,2022Q4,S08000031,SB0801,"",All Cancer Types,d,56,"",56,""
18406,2022Q4,S08000031,SB0801,"",Lung,"",56,"",56,""
18407,2022Q4,S08000032,S08000024,"",All Cancer Types,d,4,"",4,""
18408,2022Q4,S08000032,S08000024,"",Upper GI,"",4,"",4,""
18409,2022Q4,S08000032,S08000031,"",All Cancer Types,d,87,"",74,""
18410,2022Q4,S08000032,S08000031,"",Breast,"",2,"",2,""
18411,2022Q4,S08000032,S08000031,"",Cervical,"",13,"",12,""
18412,2022Q4,S08000032,S08000031,"",Colorectal,"",5,"",3,""
18413,2022Q4,S08000032,S08000031,"",Head & Neck,"",10,"",8,""
18414,2022Q4,S08000032,S08000031,"",Lung,"",20,"",20,""
18415,2022Q4,S08000032,S08000031,"",Lymphoma,"",1,"",1,""
18416,2022Q4,S08000032,S08000031,"",Melanoma,"",1,"",1,""
18417,2022Q4,S08000032,S08000031,"",Ovarian,"",5,"",5,""
18418,2022Q4,S08000032,S08000031,"",Upper GI,"",11,"",11,""
18419,2022Q4,S08000032,S08000031,"",Urological,"",19,"",11,""
18420,2022Q4,S08000032,S08000032,"",All Cancer Types,d,538,"",518,""
18421,2022Q4,S08000032,S08000032,"",Breast,"",108,"",93,""
18422,2022Q4,S08000032,S08000032,"",Colorectal,"",107,"",105,""
18423,2022Q4,S08000032,S08000032,"",Head & Neck,"",20,"",20,""
18424,2022Q4,S08000032,S08000032,"",Lung,"",76,"",76,""
18425,2022Q4,S08000032,S08000032,"",Lymphoma,"",20,"",20,""
18426,2022Q4,S08000032,S08000032,"",Melanoma,"",26,"",26,""
18427,2022Q4,S08000032,S08000032,"",Ovarian,"",5,"",5,""
18428,2022Q4,S08000032,S08000032,"",Upper GI,"",42,"",42,""
18429,2022Q4,S08000032,S08000032,"",Urological,"",134,"",131,""
18430,2022Q4,S08000032,S92000003,d,All Cancer Types,d,653,"",620,""
18431,2022Q4,S08000032,S92000003,d,Breast,"",110,"",95,""
18432,2022Q4,S08000032,S92000003,d,Cervical,"",13,"",12,""
18433,2022Q4,S08000032,S92000003,d,Colorectal,"",112,"",108,""
18434,2022Q4,S08000032,S92000003,d,Head & Neck,"",30,"",28,""
18435,2022Q4,S08000032,S92000003,d,Lung,"",120,"",120,""
18436,2022Q4,S08000032,S92000003,d,Lymphoma,"",21,"",21,""
18437,2022Q4,S08000032,S92000003,d,Melanoma,"",27,"",27,""
18438,2022Q4,S08000032,S92000003,d,Ovarian,"",10,"",10,""
18439,2022Q4,S08000032,S92000003,d,Upper GI,"",57,"",57,""
18440,2022Q4,S08000032,S92000003,d,Urological,"",153,"",142,""
18441,2022Q4,S08000032,SB0801,"",All Cancer Types,d,24,"",24,""
18442,2022Q4,S08000032,SB0801,"",Lung,"",24,"",24,""
18443,2023Q1,S08000015,S08000015,"",All Cancer Types,d,357,"",348,""
18444,2023Q1,S08000015,S08000015,"",Breast,"",114,"",106,""
18445,2023Q1,S08000015,S08000015,"",Colorectal,"",69,"",69,""
18446,2023Q1,S08000015,S08000015,"",Head & Neck,"",14,"",14,""
18447,2023Q1,S08000015,S08000015,"",Lung,"",41,"",41,""
18448,2023Q1,S08000015,S08000015,"",Lymphoma,"",8,"",8,""
18449,2023Q1,S08000015,S08000015,"",Melanoma,"",25,"",24,""
18450,2023Q1,S08000015,S08000015,"",Ovarian,"",5,"",5,""
18451,2023Q1,S08000015,S08000015,"",Upper GI,"",27,"",27,""
18452,2023Q1,S08000015,S08000015,"",Urological,"",54,"",54,""
18453,2023Q1,S08000015,S08000031,"",All Cancer Types,d,59,"",59,""
18454,2023Q1,S08000015,S08000031,"",Breast,"",2,"",2,""
18455,2023Q1,S08000015,S08000031,"",Cervical,"",3,"",3,""
18456,2023Q1,S08000015,S08000031,"",Colorectal,"",6,"",6,""
18457,2023Q1,S08000015,S08000031,"",Head & Neck,"",5,"",5,""
18458,2023Q1,S08000015,S08000031,"",Lung,"",13,"",13,""
18459,2023Q1,S08000015,S08000031,"",Lymphoma,"",1,"",1,""
18460,2023Q1,S08000015,S08000031,"",Ovarian,"",3,"",3,""
18461,2023Q1,S08000015,S08000031,"",Upper GI,"",22,"",22,""
18462,2023Q1,S08000015,S08000031,"",Urological,"",4,"",4,""
18463,2023Q1,S08000015,S92000003,d,All Cancer Types,d,427,"",418,""
18464,2023Q1,S08000015,S92000003,d,Breast,"",116,"",108,""
18465,2023Q1,S08000015,S92000003,d,Cervical,"",3,"",3,""
18466,2023Q1,S08000015,S92000003,d,Colorectal,"",75,"",75,""
18467,2023Q1,S08000015,S92000003,d,Head & Neck,"",19,"",19,""
18468,2023Q1,S08000015,S92000003,d,Lung,"",65,"",65,""
18469,2023Q1,S08000015,S92000003,d,Lymphoma,"",9,"",9,""
18470,2023Q1,S08000015,S92000003,d,Melanoma,"",25,"",24,""
18471,2023Q1,S08000015,S92000003,d,Ovarian,"",8,"",8,""
18472,2023Q1,S08000015,S92000003,d,Upper GI,"",49,"",49,""
18473,2023Q1,S08000015,S92000003,d,Urological,"",58,"",58,""
18474,2023Q1,S08000015,SB0801,"",All Cancer Types,d,11,"",11,""
18475,2023Q1,S08000015,SB0801,"",Lung,"",11,"",11,""
18476,2023Q1,S08000016,S08000016,"",All Cancer Types,d,107,"",101,""
18477,2023Q1,S08000016,S08000016,"",Breast,"",19,"",19,""
18478,2023Q1,S08000016,S08000016,"",Cervical,"",1,"",1,""
18479,2023Q1,S08000016,S08000016,"",Colorectal,"",25,"",22,""
18480,2023Q1,S08000016,S08000016,"",Head & Neck,"",3,"",3,""
18481,2023Q1,S08000016,S08000016,"",Lung,"",14,"",14,""
18482,2023Q1,S08000016,S08000016,"",Lymphoma,"",1,"",1,""
18483,2023Q1,S08000016,S08000016,"",Melanoma,"",6,"",6,""
18484,2023Q1,S08000016,S08000016,"",Ovarian,"",1,"",1,""
18485,2023Q1,S08000016,S08000016,"",Upper GI,"",10,"",10,""
18486,2023Q1,S08000016,S08000016,"",Urological,"",27,"",24,""
18487,2023Q1,S08000016,S08000024,"",All Cancer Types,d,18,"",17,""
18488,2023Q1,S08000016,S08000024,"",Breast,"",1,"",1,""
18489,2023Q1,S08000016,S08000024,"",Colorectal,"",2,"",2,""
18490,2023Q1,S08000016,S08000024,"",Head & Neck,"",1,"",1,""
18491,2023Q1,S08000016,S08000024,"",Lung,"",6,"",6,""
18492,2023Q1,S08000016,S08000024,"",Upper GI,"",3,"",3,""
18493,2023Q1,S08000016,S08000024,"",Urological,"",5,"",4,""
18494,2023Q1,S08000016,S92000003,d,All Cancer Types,d,125,"",118,""
18495,2023Q1,S08000016,S92000003,d,Breast,"",20,"",20,""
18496,2023Q1,S08000016,S92000003,d,Cervical,"",1,"",1,""
18497,2023Q1,S08000016,S92000003,d,Colorectal,"",27,"",24,""
18498,2023Q1,S08000016,S92000003,d,Head & Neck,"",4,"",4,""
18499,2023Q1,S08000016,S92000003,d,Lung,"",20,"",20,""
18500,2023Q1,S08000016,S92000003,d,Lymphoma,"",1,"",1,""
18501,2023Q1,S08000016,S92000003,d,Melanoma,"",6,"",6,""
18502,2023Q1,S08000016,S92000003,d,Ovarian,"",1,"",1,""
18503,2023Q1,S08000016,S92000003,d,Upper GI,"",13,"",13,""
18504,2023Q1,S08000016,S92000003,d,Urological,"",32,"",28,""
18505,2023Q1,S08000017,S08000017,"",All Cancer Types,d,163,"",161,""
18506,2023Q1,S08000017,S08000017,"",Breast,"",24,"",24,""
18507,2023Q1,S08000017,S08000017,"",Colorectal,"",35,"",34,""
18508,2023Q1,S08000017,S08000017,"",Head & Neck,"",1,"",1,""
18509,2023Q1,S08000017,S08000017,"",Lung,"",24,"",24,""
18510,2023Q1,S08000017,S08000017,"",Lymphoma,"",11,"",11,""
18511,2023Q1,S08000017,S08000017,"",Melanoma,"",12,"",12,""
18512,2023Q1,S08000017,S08000017,"",Ovarian,"",1,"",1,""
18513,2023Q1,S08000017,S08000017,"",Upper GI,"",23,"",23,""
18514,2023Q1,S08000017,S08000017,"",Urological,"",32,"",31,""
18515,2023Q1,S08000017,S08000024,"",All Cancer Types,d,36,"",22,""
18516,2023Q1,S08000017,S08000024,"",Breast,"",3,"",2,""
18517,2023Q1,S08000017,S08000024,"",Colorectal,"",2,"",2,""
18518,2023Q1,S08000017,S08000024,"",Head & Neck,"",5,"",4,""
18519,2023Q1,S08000017,S08000024,"",Lung,"",8,"",7,""
18520,2023Q1,S08000017,S08000024,"",Ovarian,"",2,"",2,""
