MonthOfDelay,CA,CAQF,AgeGroup,AgeGroupQF,ReasonForDelay,ReasonForDelayQF,NumberOfDelayedBedDays,AverageDailyNumberOfDelayedBeds
202311,S12000047,,75plus,,Patient and Family Related Reasons,,59,2
202311,S12000047,,75plus,,Code 9 AWI,,449,15
202311,S12000047,,75plus,,Code 9 Non-AWI,,194,6
202311,S12000048,,18plus,d,All Delay Reasons,d,1505,50
202311,S12000048,,18plus,d,Health and Social Care Reasons,,1187,40
202311,S12000048,,18plus,d,Patient and Family Related Reasons,,18,1
202311,S12000048,,18plus,d,Code 9 AWI,,247,8
202311,S12000048,,18plus,d,Code 9 Non-AWI,,53,2
202311,S12000048,,18-74,,All Delay Reasons,d,373,12
202311,S12000048,,18-74,,Health and Social Care Reasons,,226,8
202311,S12000048,,18-74,,Patient and Family Related Reasons,,0,0
202311,S12000048,,18-74,,Code 9 AWI,,117,4
202311,S12000048,,18-74,,Code 9 Non-AWI,,30,1
202311,S12000048,,75plus,,All Delay Reasons,d,1132,38
202311,S12000048,,75plus,,Health and Social Care Reasons,,961,32
202311,S12000048,,75plus,,Patient and Family Related Reasons,,18,1
202311,S12000048,,75plus,,Code 9 AWI,,130,4
202311,S12000048,,75plus,,Code 9 Non-AWI,,23,1
202311,S12000049,,18plus,d,All Delay Reasons,d,6780,226
202311,S12000049,,18plus,d,Health and Social Care Reasons,,4181,139
202311,S12000049,,18plus,d,Patient and Family Related Reasons,,259,9
202311,S12000049,,18plus,d,Code 9 AWI,,1985,66
202311,S12000049,,18plus,d,Code 9 Non-AWI,,355,12
202311,S12000049,,18-74,,All Delay Reasons,d,3385,113
202311,S12000049,,18-74,,Health and Social Care Reasons,,2127,71
202311,S12000049,,18-74,,Patient and Family Related Reasons,,144,5
202311,S12000049,,18-74,,Code 9 AWI,,769,26
202311,S12000049,,18-74,,Code 9 Non-AWI,,345,12
202311,S12000049,,75plus,,All Delay Reasons,d,3395,113
202311,S12000049,,75plus,,Health and Social Care Reasons,,2054,68
202311,S12000049,,75plus,,Patient and Family Related Reasons,,115,4
202311,S12000049,,75plus,,Code 9 AWI,,1216,41
202311,S12000049,,75plus,,Code 9 Non-AWI,,10,0
202311,S12000050,,18plus,d,All Delay Reasons,d,3390,113
202311,S12000050,,18plus,d,Health and Social Care Reasons,,2616,87
202311,S12000050,,18plus,d,Patient and Family Related Reasons,,121,4
202311,S12000050,,18plus,d,Code 9 AWI,,587,20
202311,S12000050,,18plus,d,Code 9 Non-AWI,,66,2
202311,S12000050,,18-74,,All Delay Reasons,d,1134,38
202311,S12000050,,18-74,,Health and Social Care Reasons,,830,28
202311,S12000050,,18-74,,Patient and Family Related Reasons,,67,2
202311,S12000050,,18-74,,Code 9 AWI,,171,6
202311,S12000050,,18-74,,Code 9 Non-AWI,,66,2
202311,S12000050,,75plus,,All Delay Reasons,d,2256,75
202311,S12000050,,75plus,,Health and Social Care Reasons,,1786,60
202311,S12000050,,75plus,,Patient and Family Related Reasons,,54,2
202311,S12000050,,75plus,,Code 9 AWI,,416,14
202311,S12000050,,75plus,,Code 9 Non-AWI,,0,0
202311,,:,18plus,d,All Delay Reasons,d,26,1
202311,,:,18plus,d,Health and Social Care Reasons,,26,1
202311,,:,18plus,d,Patient and Family Related Reasons,,0,0
202311,,:,18plus,d,Code 9 AWI,,0,0
202311,,:,18plus,d,Code 9 Non-AWI,,0,0
202311,,:,18-74,,All Delay Reasons,d,24,1
202311,,:,18-74,,Health and Social Care Reasons,,24,1
202311,,:,18-74,,Patient and Family Related Reasons,,0,0
202311,,:,18-74,,Code 9 AWI,,0,0
202311,,:,18-74,,Code 9 Non-AWI,,0,0
202311,,:,75plus,,All Delay Reasons,d,2,0
202311,,:,75plus,,Health and Social Care Reasons,,2,0
202311,,:,75plus,,Patient and Family Related Reasons,,0,0
202311,,:,75plus,,Code 9 AWI,,0,0
202311,,:,75plus,,Code 9 Non-AWI,,0,0
202311,S92000003,d,18plus,d,All Delay Reasons,d,56811,1894
202311,S92000003,d,18plus,d,Health and Social Care Reasons,,39686,1323
202311,S92000003,d,18plus,d,Patient and Family Related Reasons,,1374,46
202311,S92000003,d,18plus,d,Code 9 AWI,,11825,394
202311,S92000003,d,18plus,d,Code 9 Non-AWI,,3926,131
202311,S92000003,d,18-74,,All Delay Reasons,d,19367,646
202311,S92000003,d,18-74,,Health and Social Care Reasons,,12135,405
202311,S92000003,d,18-74,,Patient and Family Related Reasons,,308,10
202311,S92000003,d,18-74,,Code 9 AWI,,4181,139
202311,S92000003,d,18-74,,Code 9 Non-AWI,,2743,91
202311,S92000003,d,75plus,,All Delay Reasons,d,37444,1248
202311,S92000003,d,75plus,,Health and Social Care Reasons,,27551,918
202311,S92000003,d,75plus,,Patient and Family Related Reasons,,1066,36
202311,S92000003,d,75plus,,Code 9 AWI,,7644,255
202311,S92000003,d,75plus,,Code 9 Non-AWI,,1183,39
202312,S12000005,,18plus,d,All Delay Reasons,d,512,17
202312,S12000005,,18plus,d,Health and Social Care Reasons,,313,10
202312,S12000005,,18plus,d,Patient and Family Related Reasons,,0,0
202312,S12000005,,18plus,d,Code 9 AWI,,137,4
202312,S12000005,,18plus,d,Code 9 Non-AWI,,62,2
202312,S12000005,,18-74,,All Delay Reasons,d,107,3
202312,S12000005,,18-74,,Health and Social Care Reasons,,45,1
202312,S12000005,,18-74,,Patient and Family Related Reasons,,0,0
202312,S12000005,,18-74,,Code 9 AWI,,0,0
202312,S12000005,,18-74,,Code 9 Non-AWI,,62,2
202312,S12000005,,75plus,,All Delay Reasons,d,405,13
202312,S12000005,,75plus,,Health and Social Care Reasons,,268,9
202312,S12000005,,75plus,,Patient and Family Related Reasons,,0,0
202312,S12000005,,75plus,,Code 9 AWI,,137,4
202312,S12000005,,75plus,,Code 9 Non-AWI,,0,0
202312,S12000006,,18plus,d,All Delay Reasons,d,2724,88
202312,S12000006,,18plus,d,Health and Social Care Reasons,,2156,70
202312,S12000006,,18plus,d,Patient and Family Related Reasons,,83,3
202312,S12000006,,18plus,d,Code 9 AWI,,345,11
202312,S12000006,,18plus,d,Code 9 Non-AWI,,140,5
202312,S12000006,,18-74,,All Delay Reasons,d,988,32
202312,S12000006,,18-74,,Health and Social Care Reasons,,683,22
202312,S12000006,,18-74,,Patient and Family Related Reasons,,56,2
202312,S12000006,,18-74,,Code 9 AWI,,119,4
202312,S12000006,,18-74,,Code 9 Non-AWI,,130,4
202312,S12000006,,75plus,,All Delay Reasons,d,1736,56
202312,S12000006,,75plus,,Health and Social Care Reasons,,1473,48
202312,S12000006,,75plus,,Patient and Family Related Reasons,,27,1
202312,S12000006,,75plus,,Code 9 AWI,,226,7
202312,S12000006,,75plus,,Code 9 Non-AWI,,10,0
202312,S12000008,,18plus,d,All Delay Reasons,d,875,28
202312,S12000008,,18plus,d,Health and Social Care Reasons,,130,4
202312,S12000008,,18plus,d,Patient and Family Related Reasons,,0,0
202312,S12000008,,18plus,d,Code 9 AWI,,397,13
202312,S12000008,,18plus,d,Code 9 Non-AWI,,348,11
202312,S12000008,,18-74,,All Delay Reasons,d,185,6
202312,S12000008,,18-74,,Health and Social Care Reasons,,21,1
202312,S12000008,,18-74,,Patient and Family Related Reasons,,0,0
202312,S12000008,,18-74,,Code 9 AWI,,73,2
202312,S12000008,,18-74,,Code 9 Non-AWI,,91,3
202312,S12000008,,75plus,,All Delay Reasons,d,690,22
202312,S12000008,,75plus,,Health and Social Care Reasons,,109,4
202312,S12000008,,75plus,,Patient and Family Related Reasons,,0,0
202312,S12000008,,75plus,,Code 9 AWI,,324,10
202312,S12000008,,75plus,,Code 9 Non-AWI,,257,8
202312,S12000010,,18plus,d,All Delay Reasons,d,340,11
202312,S12000010,,18plus,d,Health and Social Care Reasons,,335,11
202312,S12000010,,18plus,d,Patient and Family Related Reasons,,3,0
202312,S12000010,,18plus,d,Code 9 AWI,,2,0
202312,S12000010,,18plus,d,Code 9 Non-AWI,,0,0
202312,S12000010,,18-74,,All Delay Reasons,d,127,4
202312,S12000010,,18-74,,Health and Social Care Reasons,,127,4
202312,S12000010,,18-74,,Patient and Family Related Reasons,,0,0
202312,S12000010,,18-74,,Code 9 AWI,,0,0
202312,S12000010,,18-74,,Code 9 Non-AWI,,0,0
202312,S12000010,,75plus,,All Delay Reasons,d,213,7
202312,S12000010,,75plus,,Health and Social Care Reasons,,208,7
202312,S12000010,,75plus,,Patient and Family Related Reasons,,3,0
202312,S12000010,,75plus,,Code 9 AWI,,2,0
202312,S12000010,,75plus,,Code 9 Non-AWI,,0,0
202312,S12000011,,18plus,d,All Delay Reasons,d,550,18
202312,S12000011,,18plus,d,Health and Social Care Reasons,,379,12
202312,S12000011,,18plus,d,Patient and Family Related Reasons,,21,1
202312,S12000011,,18plus,d,Code 9 AWI,,145,5
202312,S12000011,,18plus,d,Code 9 Non-AWI,,5,0
202312,S12000011,,18-74,,All Delay Reasons,d,245,8
202312,S12000011,,18-74,,Health and Social Care Reasons,,179,6
202312,S12000011,,18-74,,Patient and Family Related Reasons,,0,0
202312,S12000011,,18-74,,Code 9 AWI,,66,2
202312,S12000011,,18-74,,Code 9 Non-AWI,,0,0
202312,S12000011,,75plus,,All Delay Reasons,d,305,10
202312,S12000011,,75plus,,Health and Social Care Reasons,,200,6
202312,S12000011,,75plus,,Patient and Family Related Reasons,,21,1
202312,S12000011,,75plus,,Code 9 AWI,,79,3
202312,S12000011,,75plus,,Code 9 Non-AWI,,5,0
202312,S12000013,,18plus,d,All Delay Reasons,d,626,20
202312,S12000013,,18plus,d,Health and Social Care Reasons,,422,14
202312,S12000013,,18plus,d,Patient and Family Related Reasons,,0,0
202312,S12000013,,18plus,d,Code 9 AWI,,80,3
202312,S12000013,,18plus,d,Code 9 Non-AWI,,124,4
202312,S12000013,,18-74,,All Delay Reasons,d,122,4
202312,S12000013,,18-74,,Health and Social Care Reasons,,60,2
202312,S12000013,,18-74,,Patient and Family Related Reasons,,0,0
202312,S12000013,,18-74,,Code 9 AWI,,31,1
202312,S12000013,,18-74,,Code 9 Non-AWI,,31,1
202312,S12000013,,75plus,,All Delay Reasons,d,504,16
202312,S12000013,,75plus,,Health and Social Care Reasons,,362,12
202312,S12000013,,75plus,,Patient and Family Related Reasons,,0,0
202312,S12000013,,75plus,,Code 9 AWI,,49,2
202312,S12000013,,75plus,,Code 9 Non-AWI,,93,3
202312,S12000014,,18plus,d,All Delay Reasons,d,2386,77
202312,S12000014,,18plus,d,Health and Social Care Reasons,,1524,49
202312,S12000014,,18plus,d,Patient and Family Related Reasons,,60,2
202312,S12000014,,18plus,d,Code 9 AWI,,625,20
202312,S12000014,,18plus,d,Code 9 Non-AWI,,177,6
202312,S12000014,,18-74,,All Delay Reasons,d,905,29
202312,S12000014,,18-74,,Health and Social Care Reasons,,521,17
202312,S12000014,,18-74,,Patient and Family Related Reasons,,31,1
202312,S12000014,,18-74,,Code 9 AWI,,222,7
202312,S12000014,,18-74,,Code 9 Non-AWI,,131,4
202312,S12000014,,75plus,,All Delay Reasons,d,1481,48
202312,S12000014,,75plus,,Health and Social Care Reasons,,1003,32
202312,S12000014,,75plus,,Patient and Family Related Reasons,,29,1
202312,S12000014,,75plus,,Code 9 AWI,,403,13
202312,S12000014,,75plus,,Code 9 Non-AWI,,46,1
202312,S12000017,,18plus,d,All Delay Reasons,d,6212,200
202312,S12000017,,18plus,d,Health and Social Care Reasons,,3969,128
202312,S12000017,,18plus,d,Patient and Family Related Reasons,,249,8
202312,S12000017,,18plus,d,Code 9 AWI,,987,32
202312,S12000017,,18plus,d,Code 9 Non-AWI,,1007,32
202312,S12000017,,18-74,,All Delay Reasons,d,1806,58
202312,S12000017,,18-74,,Health and Social Care Reasons,,1283,41
202312,S12000017,,18-74,,Patient and Family Related Reasons,,62,2
202312,S12000017,,18-74,,Code 9 AWI,,315,10
202312,S12000017,,18-74,,Code 9 Non-AWI,,146,5
202312,S12000017,,75plus,,All Delay Reasons,d,4406,142
202312,S12000017,,75plus,,Health and Social Care Reasons,,2686,87
202312,S12000017,,75plus,,Patient and Family Related Reasons,,187,6
202312,S12000017,,75plus,,Code 9 AWI,,672,22
202312,S12000017,,75plus,,Code 9 Non-AWI,,861,28
202312,S12000018,,18plus,d,All Delay Reasons,d,568,18
202312,S12000018,,18plus,d,Health and Social Care Reasons,,497,16
202312,S12000018,,18plus,d,Patient and Family Related Reasons,,0,0
202312,S12000018,,18plus,d,Code 9 AWI,,65,2
202312,S12000018,,18plus,d,Code 9 Non-AWI,,6,0
202312,S12000018,,18-74,,All Delay Reasons,d,219,7
202312,S12000018,,18-74,,Health and Social Care Reasons,,154,5
202312,S12000018,,18-74,,Patient and Family Related Reasons,,0,0
202312,S12000018,,18-74,,Code 9 AWI,,65,2
202312,S12000018,,18-74,,Code 9 Non-AWI,,0,0
202312,S12000018,,75plus,,All Delay Reasons,d,349,11
202312,S12000018,,75plus,,Health and Social Care Reasons,,343,11
202312,S12000018,,75plus,,Patient and Family Related Reasons,,0,0
202312,S12000018,,75plus,,Code 9 AWI,,0,0
202312,S12000018,,75plus,,Code 9 Non-AWI,,6,0
202312,S12000019,,18plus,d,All Delay Reasons,d,742,24
202312,S12000019,,18plus,d,Health and Social Care Reasons,,682,22
202312,S12000019,,18plus,d,Patient and Family Related Reasons,,31,1
202312,S12000019,,18plus,d,Code 9 AWI,,29,1
202312,S12000019,,18plus,d,Code 9 Non-AWI,,0,0
202312,S12000019,,18-74,,All Delay Reasons,d,227,7
202312,S12000019,,18-74,,Health and Social Care Reasons,,198,6
202312,S12000019,,18-74,,Patient and Family Related Reasons,,0,0
202312,S12000019,,18-74,,Code 9 AWI,,29,1
202312,S12000019,,18-74,,Code 9 Non-AWI,,0,0
202312,S12000019,,75plus,,All Delay Reasons,d,515,17
202312,S12000019,,75plus,,Health and Social Care Reasons,,484,16
202312,S12000019,,75plus,,Patient and Family Related Reasons,,31,1
202312,S12000019,,75plus,,Code 9 AWI,,0,0
202312,S12000019,,75plus,,Code 9 Non-AWI,,0,0
202312,S12000020,,18plus,d,All Delay Reasons,d,1162,37
202312,S12000020,,18plus,d,Health and Social Care Reasons,,968,31
202312,S12000020,,18plus,d,Patient and Family Related Reasons,,0,0
202312,S12000020,,18plus,d,Code 9 AWI,,117,4
202312,S12000020,,18plus,d,Code 9 Non-AWI,,77,2
202312,S12000020,,18-74,,All Delay Reasons,d,231,7
202312,S12000020,,18-74,,Health and Social Care Reasons,,158,5
202312,S12000020,,18-74,,Patient and Family Related Reasons,,0,0
202312,S12000020,,18-74,,Code 9 AWI,,31,1
202312,S12000020,,18-74,,Code 9 Non-AWI,,42,1
202312,S12000020,,75plus,,All Delay Reasons,d,931,30
202312,S12000020,,75plus,,Health and Social Care Reasons,,810,26
202312,S12000020,,75plus,,Patient and Family Related Reasons,,0,0
202312,S12000020,,75plus,,Code 9 AWI,,86,3
202312,S12000020,,75plus,,Code 9 Non-AWI,,35,1
202312,S12000021,,18plus,d,All Delay Reasons,d,2387,77
202312,S12000021,,18plus,d,Health and Social Care Reasons,,1451,47
202312,S12000021,,18plus,d,Patient and Family Related Reasons,,29,1
202312,S12000021,,18plus,d,Code 9 AWI,,793,26
202312,S12000021,,18plus,d,Code 9 Non-AWI,,114,4
202312,S12000021,,18-74,,All Delay Reasons,d,836,27
202312,S12000021,,18-74,,Health and Social Care Reasons,,380,12
202312,S12000021,,18-74,,Patient and Family Related Reasons,,9,0
202312,S12000021,,18-74,,Code 9 AWI,,357,12
202312,S12000021,,18-74,,Code 9 Non-AWI,,90,3
202312,S12000021,,75plus,,All Delay Reasons,d,1551,50
202312,S12000021,,75plus,,Health and Social Care Reasons,,1071,35
202312,S12000021,,75plus,,Patient and Family Related Reasons,,20,1
202312,S12000021,,75plus,,Code 9 AWI,,436,14
202312,S12000021,,75plus,,Code 9 Non-AWI,,24,1
202312,S12000023,,18plus,d,All Delay Reasons,d,248,8
202312,S12000023,,18plus,d,Health and Social Care Reasons,,216,7
202312,S12000023,,18plus,d,Patient and Family Related Reasons,,32,1
202312,S12000023,,18plus,d,Code 9 AWI,,0,0
202312,S12000023,,18plus,d,Code 9 Non-AWI,,0,0
202312,S12000023,,18-74,,All Delay Reasons,d,31,1
202312,S12000023,,18-74,,Health and Social Care Reasons,,31,1
202312,S12000023,,18-74,,Patient and Family Related Reasons,,0,0
202312,S12000023,,18-74,,Code 9 AWI,,0,0
202312,S12000023,,18-74,,Code 9 Non-AWI,,0,0
202312,S12000023,,75plus,,All Delay Reasons,d,217,7
202312,S12000023,,75plus,,Health and Social Care Reasons,,185,6
202312,S12000023,,75plus,,Patient and Family Related Reasons,,32,1
202312,S12000023,,75plus,,Code 9 AWI,,0,0
202312,S12000023,,75plus,,Code 9 Non-AWI,,0,0
202312,S12000026,,18plus,d,All Delay Reasons,d,2408,78
202312,S12000026,,18plus,d,Health and Social Care Reasons,,2154,69
202312,S12000026,,18plus,d,Patient and Family Related Reasons,,27,1
202312,S12000026,,18plus,d,Code 9 AWI,,227,7
202312,S12000026,,18plus,d,Code 9 Non-AWI,,0,0
202312,S12000026,,18-74,,All Delay Reasons,d,510,16
202312,S12000026,,18-74,,Health and Social Care Reasons,,359,12
202312,S12000026,,18-74,,Patient and Family Related Reasons,,0,0
202312,S12000026,,18-74,,Code 9 AWI,,151,5
202312,S12000026,,18-74,,Code 9 Non-AWI,,0,0
202312,S12000026,,75plus,,All Delay Reasons,d,1898,61
202312,S12000026,,75plus,,Health and Social Care Reasons,,1795,58
202312,S12000026,,75plus,,Patient and Family Related Reasons,,27,1
202312,S12000026,,75plus,,Code 9 AWI,,76,2
202312,S12000026,,75plus,,Code 9 Non-AWI,,0,0
202312,S12000027,,18plus,d,All Delay Reasons,d,202,7
202312,S12000027,,18plus,d,Health and Social Care Reasons,,187,6
202312,S12000027,,18plus,d,Patient and Family Related Reasons,,15,0
202312,S12000027,,18plus,d,Code 9 AWI,,0,0
202312,S12000027,,18plus,d,Code 9 Non-AWI,,0,0
202312,S12000027,,18-74,,All Delay Reasons,d,67,2
202312,S12000027,,18-74,,Health and Social Care Reasons,,67,2
202312,S12000027,,18-74,,Patient and Family Related Reasons,,0,0
202312,S12000027,,18-74,,Code 9 AWI,,0,0
202312,S12000027,,18-74,,Code 9 Non-AWI,,0,0
202312,S12000027,,75plus,,All Delay Reasons,d,135,4
202312,S12000027,,75plus,,Health and Social Care Reasons,,120,4
202312,S12000027,,75plus,,Patient and Family Related Reasons,,15,0
202312,S12000027,,75plus,,Code 9 AWI,,0,0
202312,S12000027,,75plus,,Code 9 Non-AWI,,0,0
202312,S12000028,,18plus,d,All Delay Reasons,d,2984,96
202312,S12000028,,18plus,d,Health and Social Care Reasons,,2245,72
202312,S12000028,,18plus,d,Patient and Family Related Reasons,,0,0
202312,S12000028,,18plus,d,Code 9 AWI,,575,19
202312,S12000028,,18plus,d,Code 9 Non-AWI,,164,5
202312,S12000028,,18-74,,All Delay Reasons,d,810,26
202312,S12000028,,18-74,,Health and Social Care Reasons,,613,20
202312,S12000028,,18-74,,Patient and Family Related Reasons,,0,0
202312,S12000028,,18-74,,Code 9 AWI,,93,3
202312,S12000028,,18-74,,Code 9 Non-AWI,,104,3
202312,S12000028,,75plus,,All Delay Reasons,d,2174,70
202312,S12000028,,75plus,,Health and Social Care Reasons,,1632,53
202312,S12000028,,75plus,,Patient and Family Related Reasons,,0,0
202312,S12000028,,75plus,,Code 9 AWI,,482,16
202312,S12000028,,75plus,,Code 9 Non-AWI,,60,2
202312,S12000029,,18plus,d,All Delay Reasons,d,3802,123
202312,S12000029,,18plus,d,Health and Social Care Reasons,,2822,91
202312,S12000029,,18plus,d,Patient and Family Related Reasons,,103,3
202312,S12000029,,18plus,d,Code 9 AWI,,829,27
202312,S12000029,,18plus,d,Code 9 Non-AWI,,48,2
202312,S12000029,,18-74,,All Delay Reasons,d,1274,41
202312,S12000029,,18-74,,Health and Social Care Reasons,,906,29
202312,S12000029,,18-74,,Patient and Family Related Reasons,,0,0
202312,S12000029,,18-74,,Code 9 AWI,,348,11
202312,S12000029,,18-74,,Code 9 Non-AWI,,20,1
202312,S12000029,,75plus,,All Delay Reasons,d,2528,82
202312,S12000029,,75plus,,Health and Social Care Reasons,,1916,62
202312,S12000029,,75plus,,Patient and Family Related Reasons,,103,3
202312,S12000029,,75plus,,Code 9 AWI,,481,16
202312,S12000029,,75plus,,Code 9 Non-AWI,,28,1
202312,S12000030,,18plus,d,All Delay Reasons,d,1005,32
202312,S12000030,,18plus,d,Health and Social Care Reasons,,439,14
202312,S12000030,,18plus,d,Patient and Family Related Reasons,,0,0
202312,S12000030,,18plus,d,Code 9 AWI,,471,15
202312,S12000030,,18plus,d,Code 9 Non-AWI,,95,3
202312,S12000030,,18-74,,All Delay Reasons,d,385,12
202312,S12000030,,18-74,,Health and Social Care Reasons,,192,6
202312,S12000030,,18-74,,Patient and Family Related Reasons,,0,0
202312,S12000030,,18-74,,Code 9 AWI,,98,3
202312,S12000030,,18-74,,Code 9 Non-AWI,,95,3
202312,S12000030,,75plus,,All Delay Reasons,d,620,20
202312,S12000030,,75plus,,Health and Social Care Reasons,,247,8
202312,S12000030,,75plus,,Patient and Family Related Reasons,,0,0
202312,S12000030,,75plus,,Code 9 AWI,,373,12
202312,S12000030,,75plus,,Code 9 Non-AWI,,0,0
202312,S12000033,,18plus,d,All Delay Reasons,d,826,27
202312,S12000033,,18plus,d,Health and Social Care Reasons,,543,18
202312,S12000033,,18plus,d,Patient and Family Related Reasons,,3,0
202312,S12000033,,18plus,d,Code 9 AWI,,170,5
202312,S12000033,,18plus,d,Code 9 Non-AWI,,110,4
202312,S12000033,,18-74,,All Delay Reasons,d,512,17
202312,S12000033,,18-74,,Health and Social Care Reasons,,354,11
202312,S12000033,,18-74,,Patient and Family Related Reasons,,0,0
202312,S12000033,,18-74,,Code 9 AWI,,58,2
202312,S12000033,,18-74,,Code 9 Non-AWI,,100,3
202312,S12000033,,75plus,,All Delay Reasons,d,314,10
202312,S12000033,,75plus,,Health and Social Care Reasons,,189,6
202312,S12000033,,75plus,,Patient and Family Related Reasons,,3,0
202312,S12000033,,75plus,,Code 9 AWI,,112,4
202312,S12000033,,75plus,,Code 9 Non-AWI,,10,0
202312,S12000034,,18plus,d,All Delay Reasons,d,2060,66
202312,S12000034,,18plus,d,Health and Social Care Reasons,,1739,56
202312,S12000034,,18plus,d,Patient and Family Related Reasons,,31,1
